source_sheet,source_row,source_id,source_code_lexical,proposed_governed_code,source_label,source_status,domain,current_pilot_id,current_pilot_path,current_model_issue,recommended_resource,recommended_model,recommended_action,decision_status,legacy_code_mapping_candidates,same_label_aom_candidates,exact_definition_aom_candidates,authority_label_candidates,evidence_ids,reviewer,review_date,rationale
out_econ,39,out_econ:row:39,AOM_will_add_unique_value,AOM_will_add_unique_value,Land Opportunity Cost,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000450,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,40,out_econ:row:40,AOM_will_add_unique_value,AOM_will_add_unique_value,Product Value,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,41,out_econ:row:41,AOM_will_add_unique_value,AOM_will_add_unique_value,Crop Sales,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,42,out_econ:row:42,AOM_will_add_unique_value,AOM_will_add_unique_value,Animal Sales,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,43,out_econ:row:43,AOM_will_add_unique_value,AOM_will_add_unique_value,Sale of produce,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,44,out_econ:row:44,AOM_will_add_unique_value,AOM_will_add_unique_value,Sale of manure,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,45,out_econ:row:45,AOM_will_add_unique_value,AOM_will_add_unique_value,Animal Rental Income,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,46,out_econ:row:46,AOM_will_add_unique_value,AOM_will_add_unique_value,Household Consumption,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,47,out_econ:row:47,AOM_will_add_unique_value,AOM_will_add_unique_value,Nutrient/Soil management,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,48,out_econ:row:48,AOM_will_add_unique_value,AOM_will_add_unique_value,Animal labour,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,49,out_econ:row:49,AOM_will_add_unique_value,AOM_will_add_unique_value,Monetary Societal Benefits,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-source-correction-before-id-allocation,held,,AOM_000457,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Economic row lacks definition and all rows still carry placeholder AOM identifiers.
out_econ,50,out_econ:row:50,AOM_will_add_unique_value,AOM_will_add_unique_value,Non-monetary Societal Benefits,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-source-correction-before-id-allocation,held,,AOM_000458,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Economic row lacks definition and all rows still carry placeholder AOM identifiers.
out_econ,51,out_econ:row:51,AOM_will_add_unique_value,AOM_will_add_unique_value,Tillage,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,AGRO_01000015,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,52,out_econ:row:52,AOM_will_add_unique_value,AOM_will_add_unique_value,Weeding,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,53,out_econ:row:53,AOM_will_add_unique_value,AOM_will_add_unique_value,Harvesting,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,54,out_econ:row:54,AOM_will_add_unique_value,AOM_will_add_unique_value,Threshing,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_101073,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,55,out_econ:row:55,AOM_will_add_unique_value,AOM_will_add_unique_value,Planting,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,56,out_econ:row:56,AOM_will_add_unique_value,AOM_will_add_unique_value,Transplanting,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,57,out_econ:row:57,AOM_will_add_unique_value,AOM_will_add_unique_value,Water Harvesting Structures,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,58,out_econ:row:58,AOM_will_add_unique_value,AOM_will_add_unique_value,Erosion Control Structures,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,59,out_econ:row:59,AOM_will_add_unique_value,AOM_will_add_unique_value,Spraying,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,60,out_econ:row:60,AOM_will_add_unique_value,AOM_will_add_unique_value,Spreading,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,61,out_econ:row:61,AOM_will_add_unique_value,AOM_will_add_unique_value,Preparing Beds,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,62,out_econ:row:62,AOM_will_add_unique_value,AOM_will_add_unique_value,Pruning,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,63,out_econ:row:63,AOM_will_add_unique_value,AOM_will_add_unique_value,Innoculants,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
